iter	Passed	Remaining
234	11724	38167
235	11772	38111
236	11818	38048
237	11865	37990
238	11908	37916
239	11949	37840
240	11995	37779
241	12038	37707
242	12082	37639
243	12131	37588
244	12172	37509
245	12213	37433
246	12256	37363
247	12295	37281
248	12338	37212
249	12390	37172
250	12447	37145
251	12506	37121
252	12564	37097
253	12623	37073
254	12683	37055
255	12732	37004
256	12783	36958
257	12828	36893
258	12878	36846
259	12924	36786
260	12967	36717
261	13011	36651
262	13055	36586
263	13102	36528
264	13146	36461
265	13189	36394
266	13231	36325
267	13275	36260
268	13317	36189
269	13355	36108
270	13396	36037
271	13438	35967
272	13493	35933
273	13548	35899
274	13603	35862
275	13650	35806
276	13698	35753
277	13750	35712
278	13800	35664
279	13854	35624
280	13897	35560
281	13944	35503
282	13988	35439
283	14037	35390
284	14078	35319
285	14123	35258
286	14169	35200
287	14212	35135
288	14254	35068
289	14291	34989
290	14335	34926
291	14377	34860
292	14420	34795
293	14465	34736
294	14524	34711
295	14578	34673
296	14625	34618
297	14676	34573
298	14720	34512
299	14772	34470
300	14816	34407
301	14862	34351
302	14910	34298
303	14952	34234
304	14992	34163
305	15031	34091
306	15073	34025
307	15119	33968
308	15160	33903
309	15206	33847
310	15247	33779
311	15288	33712
312	15333	33655
313	15371	33583
314	15418	33529
315	15468	33481
316	15528	33458
317	15583	33420
318	15642	33392
319	15696	33356
320	15746	33308
321	15794	33256
322	15837	33194
323	15888	33149
324	15933	33093
325	15977	33032
326	16023	32977
327	16067	32918
328	16107	32851
329	16147	32783
330	16190	32722
331	16236	32668
332	16280	32609
333	16319	32541
334	16362	32479
335	16415	32440
336	16471	32405
337	16530	32375
338	16588	32344
339	16645	32311
340	16700	32274
341	16751	32229
342	16799	32178
343	16852	32137
344	16897	32079
345	16945	32030
346	16988	31969
347	17029	31906
348	17074	31849
349	17116	31788
350	17159	31728
351	17200	31664
352	17244	31606
353	17286	31545
354	17324	31476
355	17369	31421
356	17412	31361
357	17456	31305
358	17512	31268
359	17569	31234
360	17623	31194
361	17670	31143
362	17722	31100
363	17773	31054
364	17820	31002
365	17869	30953
366	17917	30903
367	17960	30845
368	18005	30790
369	18047	30730
370	18093	30676
371	18136	30618
372	18181	30561
373	18224	30504
374	18264	30440
375	18311	30389
376	18354	30330
377	18394	30267
378	18443	30220
379	18497	30179
380	18547	30133
381	18598	30087
382	18764	30228
383	18809	30173
384	18857	30123
385	18903	30068
386	18948	30014
387	18988	29950
388	19026	29884
389	19074	29834
390	19115	29773
391	19158	29714
392	19203	29661
393	19246	29602
394	19290	29545
395	19333	29487
396	19376	29431
397	19419	29373
398	19464	29318
399	19518	29277
400	19569	29232
401	19625	29194
402	19678	29151
403	19730	29107
404	19785	29066
405	19834	29018
406	19879	28964
407	19924	28909
408	19969	28856
409	20009	28794
410	20057	28743
411	20099	28685
412	20144	28631
413	20187	28574
414	20231	28518
415	20276	28464
416	20318	28406
417	20361	28350
418	20405	28294
419	20447	28236
420	20487	28176
421	20533	28123
422	20587	28083
423	20645	28047
424	20702	28008
425	20760	27973
426	20813	27930
427	20869	27890
428	20920	27844
429	20973	27801
430	21013	27742
431	21061	27692
432	21107	27639
433	21152	27586
434	21193	27527
435	21236	27471
436	21281	27417
437	21328	27367
438	21377	27318
439	21423	27266
440	21475	27221
441	21530	27180
442	21583	27137
443	21640	27099
444	21693	27055
445	21746	27012
446	21792	26960
447	21837	26907
448	21884	26856
449	21928	26801
450	21968	26742
451	22011	26686
452	22055	26632
453	22097	26575
454	22143	26523
455	22185	26466
456	22227	26410
457	22269	26353
458	22310	26296
459	22354	26241
460	22409	26200
461	22467	26163
462	22521	26120
463	22575	26078
464	22627	26033
465	22676	25985
466	22720	25931
467	22766	25879
468	22809	25824
469	22850	25767
470	22897	25717
471	22941	25663
472	22982	25606
473	23027	25553
474	23064	25492
475	23111	25442
476	23152	25385
477	23195	25330
478	23237	25275
479	23278	25218
480	23326	25169
481	23379	25125
482	23437	25087
483	23487	25040
484	23544	25000
485	23591	24950
486	23642	24905
487	23687	24852
488	23735	24803
489	23784	24755
490	23830	24704
491	23872	24649
492	23916	24595
493	23958	24540
494	23999	24484
495	24039	24427
496	24081	24372
497	24123	24317
498	24166	24263
499	24206	24206
500	24250	24153
501	24294	24100
502	24333	24042
503	24379	23993
504	24434	23950
505	24487	23906
506	24537	23859
507	24589	23815
508	24639	23768
509	24697	23728
510	24750	23684
511	24798	23636
512	24845	23586
513	24893	23537
514	24936	23483
515	24979	23430
516	25020	23375
517	25064	23322
518	25105	23267
519	25150	23216
520	25192	23161
521	25234	23107
522	25277	23054
523	25318	22998
524	25363	22947
525	25413	22901
526	25472	22862
527	25516	22810
528	25571	22767
529	25616	22716
530	25664	22667
531	25713	22619
532	25755	22566
533	25796	22511
534	25836	22455
535	25881	22405
536	25928	22355
537	25973	22304
538	26019	22254
539	26061	22200
540	26103	22146
541	26145	22093
542	26184	22037
543	26228	21985
544	26278	21938
545	26333	21896
546	26386	21852
547	26447	21814
548	26502	21771
549	26557	21728
550	26609	21683
551	26662	21639
552	26707	21588
553	26755	21539
554	26803	21491
555	26846	21438
556	26892	21388
557	26933	21334
558	26974	21280
559	27018	21228
560	27064	21179
561	27103	21123
562	27142	21068
563	27189	21018
564	27231	20965
565	27278	20916
566	27331	20872
567	27390	20832
568	27441	20786
569	27495	20741
570	27541	20692
571	27590	20644
572	27635	20593
573	27683	20545
574	27726	20493
575	27768	20440
576	27812	20389
577	27853	20335
578	27899	20285
579	27939	20231
580	27978	20177
581	28023	20126
582	28068	20076
583	28112	20025
584	28156	19974
585	28204	19926
586	28261	19883
587	28311	19837
588	28365	19793
589	28414	19745
590	28467	19701
591	28516	19653
592	28562	19603
593	28610	19555
594	28656	19505
595	28697	19452
596	28743	19403
597	28786	19351
598	28828	19299
599	28872	19248
600	28909	19193
601	28956	19143
602	28999	19092
603	29040	19039
604	29082	18987
605	29125	18936
606	29172	18887
607	29218	18838
608	29273	18794
609	29328	18751
610	29376	18702
611	29430	18658
612	29482	18612
613	29532	18566
614	29580	18518
615	29627	18468
616	29666	18415
617	29763	18397
618	29848	18371
619	29889	18319
620	29930	18266
621	29975	18216
622	30020	18166
623	30059	18113
624	30105	18063
625	30146	18010
626	30191	17960
627	30244	17915
628	30300	17871
629	30356	17828
630	30410	17783
631	30457	17734
632	30504	17685
633	30547	17634
634	30590	17583
635	30639	17535
636	30683	17485
637	30726	17433
638	30772	17384
639	30810	17331
640	30853	17279
641	30899	17230
642	30939	17178
643	30983	17127
644	31025	17076
645	31070	17026
646	31114	16976
647	31167	16930
648	31225	16887
649	31283	16844
650	31336	16799
651	31387	16753
652	31437	16705
653	31487	16658
654	31531	16608
655	31575	16557
656	31619	16507
657	31662	16456
658	31704	16405
659	31747	16354
660	31790	16304
661	31830	16251
662	31873	16201
663	31916	16150
664	31964	16102
665	32004	16050
666	32050	16001
667	32108	15958
668	32163	15913
669	32215	15867
670	32269	15821
671	32318	15774
672	32363	15724
673	32422	15682
674	32461	15629
675	32503	15578
676	32546	15528
677	32592	15479
678	32631	15426
679	32676	15376
680	32717	15325
681	32762	15276
682	32803	15224
683	32848	15175
684	32896	15127
685	32939	15077
686	32997	15033
687	33053	14989
688	33108	14944
689	33159	14897
690	33208	14850
691	33259	14803
692	33307	14755
693	33352	14705
694	33399	14657
695	33443	14607
696	33484	14556
697	33526	14505
698	33569	14455
699	33615	14406
700	33651	14353
701	33692	14302
702	33738	14253
703	33778	14202
704	33820	14151
705	33860	14100
706	33905	14051
707	33951	14002
708	34006	13957
709	34063	13913
710	34114	13866
711	34172	13822
712	34224	13776
713	34276	13729
714	34323	13681
715	34370	13633
716	34417	13584
717	34463	13535
718	34502	13484
719	34545	13434
720	34590	13385
721	34628	13333
722	34672	13283
723	34715	13233
724	34761	13185
725	34808	13136
726	34847	13085
727	34898	13038
728	34953	12993
729	35007	12948
730	35060	12901
731	35109	12854
732	35152	12804
733	35195	12754
734	35235	12704
735	35277	12653
736	35321	12604
737	35365	12555
738	35412	12506
739	35457	12457
740	35497	12407
741	35539	12357
742	35582	12307
743	35623	12257
744	35665	12207
745	35705	12157
746	35750	12108
747	35803	12062
748	35859	12017
749	35917	11972
750	35970	11926
751	36019	11878
752	36074	11833
753	36119	11784
754	36166	11736
755	36212	11687
756	36263	11640
757	36306	11591
758	36354	11543
759	36398	11494
760	36434	11442
761	36480	11394
762	36522	11344
763	36566	11295
764	36607	11245
765	36652	11196
766	36698	11148
767	36750	11101
768	36809	11057
769	36866	11012
770	36925	10967
771	36982	10922
772	37039	10877
773	37087	10829
774	37142	10783
775	37188	10734
776	37239	10687
777	37284	10639
778	37328	10590
779	37373	10541
780	37417	10492
781	37460	10443
782	37502	10393
783	37548	10344
784	37592	10296
785	37635	10246
786	37678	10197
787	37721	10148
788	37772	10101
789	37831	10056
790	37883	10009
791	37933	9962
792	37988	9916
793	38039	9869
794	38089	9821
795	38135	9773
796	38185	9726
797	38232	9677
798	38283	9630
799	38327	9581
800	38372	9533
801	38415	9484
802	38457	9434
803	38502	9386
804	38544	9336
805	38591	9288
806	38637	9240
807	38682	9191
808	38733	9144
809	38778	9096
810	38834	9050
811	38891	9004
812	38953	8959
813	39007	8913
814	39062	8866
815	39109	8818
816	39155	8770
817	39201	8722
818	39244	8673
819	39283	8623
820	39328	8574
821	39368	8525
822	39411	8476
823	39456	8427
824	39501	8379
825	39543	8330
826	39590	8281
827	39630	8232
828	39675	8184
829	39724	8136
830	39771	8088
831	39822	8041
832	39878	7994
833	39934	7948
834	39991	7902
835	40044	7855
836	40092	7807
837	40138	7759
838	40185	7711
839	40226	7662
840	40274	7614
841	40320	7566
842	40364	7517
843	40407	7468
844	40448	7419
845	40492	7370
846	40533	7321
847	40575	7272
848	40617	7224
849	40659	7175
850	40770	7138
851	40869	7099
852	40933	7054
853	40985	7006
854	41038	6959
855	41090	6912
856	41139	6864
857	41185	6816
858	41234	6768
859	41281	6720
860	41325	6671
861	41372	6623
862	41416	6574
863	41462	6526
864	41507	6478
865	41551	6429
866	41594	6380
867	41635	6331
868	41680	6283
869	41721	6234
870	41767	6185
871	41824	6139
872	41889	6093
873	41945	6047
874	41995	5999
875	42044	5951
876	42098	5904
877	42144	5856
878	42190	5807
879	42234	5759
880	42278	5710
881	42323	5662
882	42366	5613
883	42410	5565
884	42451	5516
885	42493	5467
886	42535	5418
887	42578	5370
888	42621	5321
889	42669	5273
890	42720	5226
891	42764	5177
892	42822	5131
893	42879	5084
894	42937	5037
895	42999	4991
896	43056	4944
897	43108	4896
898	43166	4849
899	43220	4802
900	43271	4754
901	43321	4706
902	43372	4659
903	43420	4610
904	43472	4563
905	43522	4515
906	43574	4467
907	43636	4421
908	43702	4375
909	43766	4328
910	43829	4281
911	43894	4235
912	43951	4188
913	44012	4141
914	44066	4093
915	44118	4045
916	44171	3998
917	44222	3950
918	44274	3902
919	44319	3853
920	44360	3805
921	44400	3756
922	44442	3707
923	44487	3659
924	44528	3610
925	44571	3561
926	44627	3514
927	44681	3466
928	44741	3419
929	44792	3371
930	44842	3323
931	44891	3275
932	44937	3227
933	44987	3178
934	45034	3130
935	45078	3082
936	45123	3033
937	45170	2985
938	45213	2937
939	45254	2888
940	45294	2839
941	45334	2791
942	45376	2742
943	45419	2694
944	45468	2646
945	45507	2597
946	45552	2549
947	45607	2501
948	45673	2454
949	45729	2406
950	45785	2359
951	45833	2310
952	45890	2263
953	45940	2215
954	45988	2166
955	46032	2118
956	46074	2070
957	46122	2022
958	46165	1973
959	46217	1925
960	46260	1877
961	46306	1829
962	46349	1780
963	46398	1732
964	46448	1684
965	46493	1636
966	46544	1588
967	46600	1540
968	46655	1492
969	46713	1444
970	46773	1396
971	46826	1348
972	46874	1300
973	46921	1252
974	46973	1204
975	47019	1156
976	47062	1107
977	47108	1059
978	47151	1011
979	47195	963
980	47240	914
981	47288	866
982	47332	818
983	47375	770
984	47424	722
985	47473	674
986	47526	625
987	47593	578
988	47654	530
989	47720	482
990	47777	433
991	47835	385
992	47888	337
993	47938	289
994	47981	241
995	48029	192
996	48072	144
997	48123	96
998	48172	48
999	48219	0
