iter	Logloss
412	0.2257595702
413	0.2256766179
414	0.2255860444
415	0.2255061244
416	0.2254295785
417	0.2253532373
418	0.2252933006
419	0.2251921616
420	0.2250966729
421	0.2249689355
422	0.224886509
423	0.2248275442
424	0.2246871314
425	0.2245880056
426	0.2245228176
427	0.2244816358
428	0.2244000429
429	0.2243248526
430	0.2242855432
431	0.2242084275
432	0.2241099605
433	0.2240371798
434	0.2239727772
435	0.2239005881
436	0.2238303678
437	0.223677194
438	0.2236211416
439	0.2235575745
440	0.2233012425
441	0.2232359006
442	0.2231750925
443	0.2230839625
444	0.2230324535
445	0.2229651282
446	0.2228624829
447	0.2228021019
448	0.2227291693
449	0.2226759389
450	0.2226002305
451	0.2225348043
452	0.2224783302
453	0.2223704904
454	0.2222929173
455	0.2222152322
456	0.2221563506
457	0.2220827619
458	0.2220244189
459	0.2219571916
460	0.2218992113
461	0.2217425495
462	0.221692065
463	0.2216312644
464	0.2215464926
465	0.2214669634
466	0.2213975044
467	0.2213268749
468	0.2212642973
469	0.2211953351
470	0.2211154314
471	0.2210469309
472	0.220997512
473	0.2209267552
474	0.22086249
475	0.220751425
476	0.2206905274
477	0.2206468504
478	0.2205849442
479	0.2205290454
480	0.2204617438
481	0.2203413158
482	0.2202415006
483	0.2202020169
484	0.2200685567
485	0.2200107944
486	0.2199269316
487	0.2198609776
488	0.2197844185
489	0.2196371797
490	0.2195612774
491	0.2194823754
492	0.219428307
493	0.2193457747
494	0.2192724917
495	0.2191922204
496	0.2191329397
497	0.2190680734
498	0.2189910138
499	0.2189537916
500	0.2187873173
501	0.2187112995
502	0.2186648167
503	0.2185944541
504	0.2185373001
505	0.2184688538
506	0.2184063367
507	0.2183488234
508	0.2182868755
509	0.2182170069
510	0.2181632991
511	0.2181210237
512	0.2180444694
513	0.2177945168
514	0.2177292742
515	0.2176711402
516	0.2175627693
517	0.2174986938
518	0.2174504758
519	0.2173495762
520	0.2173148147
521	0.2172648991
522	0.2171673813
523	0.2171115752
524	0.21695467
525	0.216899458
526	0.216808506
527	0.2167654229
528	0.2167056163
529	0.216654371
530	0.2166046206
531	0.2165434051
532	0.2164769393
533	0.2164124498
534	0.2163617642
535	0.2163083245
536	0.2162311839
537	0.2161665842
538	0.2161094461
539	0.2160546779
540	0.215995506
541	0.2157908845
542	0.2157060715
543	0.215489747
544	0.2154482603
545	0.2154064143
546	0.2153533961
547	0.2152614834
548	0.2152032322
549	0.2151626842
550	0.2150945449
551	0.2150485814
552	0.2150086692
553	0.2149651795
554	0.2147965132
555	0.2147321591
556	0.2146690093
557	0.2146091243
558	0.2145488712
559	0.2144813301
560	0.2144263926
561	0.2143785062
562	0.214313064
563	0.2142520385
564	0.2141847108
565	0.2141422567
566	0.2140819051
567	0.2140050864
568	0.2139381874
569	0.2138707422
570	0.2138243333
571	0.2137829352
572	0.2137263672
573	0.2136699974
574	0.2135465492
575	0.21349961
576	0.2134326297
577	0.2133984172
578	0.2133449357
579	0.2132979079
580	0.2132572408
581	0.2132027043
582	0.2131513462
583	0.2131085513
584	0.2130496716
585	0.2130121399
586	0.2129382362
587	0.2128705018
588	0.2128236084
589	0.2127815754
590	0.2127321326
591	0.2126798536
592	0.2126171159
593	0.2125645015
594	0.2125174779
595	0.2124209542
596	0.2123657058
597	0.2123227457
598	0.2122593656
599	0.2121801681
600	0.2121495706
601	0.2120865114
602	0.2120212125
603	0.2119625588
604	0.2119171219
605	0.2118546805
606	0.2118050454
607	0.2117593148
608	0.211695613
609	0.2116333447
610	0.211583291
611	0.2115096188
612	0.2114798904
613	0.2114322078
614	0.2113820021
615	0.2112840496
616	0.2112379961
617	0.2111847483
618	0.211082942
619	0.2110189008
620	0.2109544687
621	0.2108597705
622	0.2108076351
623	0.2107569073
624	0.2106869794
625	0.210635289
626	0.2105835341
627	0.210519186
628	0.2104745379
629	0.2104343816
630	0.2103749301
631	0.2103481219
632	0.2103057382
633	0.2102603322
634	0.210216543
635	0.2101518939
636	0.2100834142
637	0.2100420295
638	0.2099661313
639	0.2099118913
640	0.2098484269
641	0.2097826216
642	0.2097220058
643	0.2096720665
644	0.2096335397
645	0.2095750167
646	0.2095151664
647	0.2094826423
648	0.2094341937
649	0.2093616086
650	0.2093254353
651	0.2092734151
652	0.2092236258
653	0.2091552755
654	0.2091234011
655	0.2090739083
656	0.2090033365
657	0.208942798
658	0.2088944434
659	0.2088430581
660	0.2088049066
661	0.2087649867
662	0.2087084352
663	0.208667854
664	0.2085754795
665	0.2085254406
666	0.2084932022
667	0.208437619
668	0.2083927354
669	0.2083561359
670	0.2083182715
671	0.2082624622
672	0.2082218818
673	0.2081724762
674	0.2081402791
675	0.2080938362
676	0.2080722429
677	0.2080041948
678	0.2079640608
679	0.2079208184
680	0.2078794274
681	0.2078316793
682	0.2077891892
683	0.2077329226
684	0.2076717524
685	0.2076237434
686	0.207554139
687	0.2075060225
688	0.2074505686
689	0.2073949103
690	0.2073299924
691	0.2072734898
692	0.2072391883
693	0.2071963985
694	0.2071626144
695	0.207055728
696	0.2070202831
697	0.2069273828
698	0.2068809131
699	0.206838119
700	0.2068095965
701	0.2067739192
702	0.2067135257
703	0.2066863547
704	0.2066372316
705	0.2065573633
706	0.2064954593
707	0.2064481954
708	0.2063983149
709	0.2063542224
710	0.2063230787
711	0.2062678708
712	0.2062249203
713	0.2061902908
714	0.2061375397
715	0.2060541171
716	0.206004801
717	0.2059477283
718	0.205895839
719	0.2058208674
720	0.2057645741
721	0.2057078196
722	0.2056391752
723	0.2055672366
724	0.2055379938
725	0.2054795422
726	0.2054419187
727	0.2053994347
728	0.2053545382
729	0.2053030469
730	0.2052471172
731	0.2051841011
732	0.2051323624
733	0.2050863414
734	0.2050479237
735	0.2050134606
736	0.204962328
737	0.2048183167
738	0.2047461873
739	0.2046672741
740	0.2045977442
741	0.204546577
742	0.2045021854
743	0.2044528161
744	0.2044098128
745	0.2043718827
746	0.2043208431
747	0.2042712536
748	0.2042286904
749	0.2040603272
750	0.2039406598
751	0.2038828343
752	0.2038221696
753	0.2037757089
754	0.2037321229
755	0.2036985538
756	0.2036565156
757	0.2035954085
758	0.2035526943
759	0.2035059003
760	0.2034823425
761	0.2034223184
762	0.2033788073
763	0.2033351466
764	0.2032762307
765	0.2032281759
766	0.2031970878
767	0.2031353559
768	0.2030835481
769	0.2030307076
770	0.2029775453
771	0.2029237663
772	0.2028539364
773	0.2028102065
774	0.2027456922
775	0.2027094958
776	0.2026570522
777	0.2025937512
778	0.2025521915
779	0.2025052916
780	0.2024460042
781	0.2023873855
782	0.2023323533
783	0.2022990016
784	0.2022434968
785	0.2021930917
786	0.2021389999
787	0.2020752293
788	0.2020347312
789	0.2020107624
790	0.201969623
791	0.2019329263
792	0.2018832129
793	0.2018346199
794	0.2017555666
795	0.2017077044
796	0.2016739572
797	0.2016302072
798	0.201586481
799	0.2015374258
800	0.2015016332
801	0.2014804823
802	0.20144513
803	0.2014044953
804	0.2013312964
805	0.2012893807
806	0.2012393879
807	0.2011843473
808	0.2011266905
809	0.2011062104
810	0.2010666135
811	0.2010134489
812	0.200956214
813	0.2009290893
814	0.2008764433
815	0.2008529377
816	0.200821385
817	0.2007818408
818	0.200736097
819	0.2007016997
820	0.2006631173
821	0.200620967
822	0.2005749274
823	0.2005276793
824	0.2004693599
825	0.2004178124
826	0.2003713054
827	0.2003292684
828	0.2002864327
829	0.2002411421
830	0.2002133555
831	0.2001701665
832	0.2001385986
833	0.2001051552
834	0.2000564167
835	0.199997984
836	0.1999554506
837	0.1999167202
838	0.1998817815
839	0.1998273731
840	0.1997894481
841	0.1997554794
842	0.1997095771
843	0.1996727457
844	0.1995820162
845	0.1995382083
846	0.1994845902
847	0.1994430746
848	0.1993871516
849	0.199354337
850	0.1993142703
851	0.1992574319
852	0.1992085706
853	0.1991748313
854	0.1991393931
855	0.1991003661
856	0.1990803317
857	0.1990480858
858	0.1989977253
859	0.1989561753
860	0.1989096249
861	0.1988787724
862	0.1988273541
863	0.1987866265
864	0.1987534151
865	0.1987235599
866	0.1986859549
867	0.1986505143
868	0.198621461
869	0.198572303
870	0.1985268976
871	0.1984939033
872	0.1984575677
873	0.1984009663
874	0.1983721576
875	0.1983392451
876	0.1982517494
877	0.1982003424
878	0.1981117111
879	0.1980767801
880	0.1980378964
881	0.1980030691
882	0.1979582266
883	0.1979165208
884	0.1978740512
885	0.1978473153
886	0.1978226326
887	0.1977754156
888	0.1977389576
889	0.1976813819
890	0.1976393286
891	0.1975944837
892	0.1975328216
893	0.1975069473
894	0.1974715508
895	0.1974332186
896	0.1973970604
897	0.1973576757
898	0.1973060303
899	0.1972746763
900	0.1972304566
901	0.1971902156
902	0.1971697388
903	0.1971209955
904	0.1970912173
905	0.1970579859
906	0.1970201261
907	0.196962616
908	0.1969243329
909	0.1969024442
910	0.1968691521
911	0.1968265339
912	0.1967783116
913	0.1967295348
914	0.1966885951
915	0.1966480598
916	0.1966013372
917	0.1965553528
918	0.1965038555
919	0.196470285
920	0.1964192914
921	0.1963949936
922	0.1963411279
923	0.1962801345
924	0.196253029
925	0.1962206484
926	0.1961928598
927	0.1961505054
928	0.1961103696
929	0.196068331
930	0.1960129154
931	0.1959543489
932	0.1959179083
933	0.1958726022
934	0.1958220549
935	0.1958006321
936	0.1957538385
937	0.1957012064
938	0.1956598885
939	0.1956302056
940	0.195596062
941	0.1955679058
942	0.1955329585
943	0.1954525906
944	0.195408489
945	0.1953694889
946	0.1953255905
947	0.1952904328
948	0.1952562415
949	0.195211143
950	0.195154493
951	0.1951197358
952	0.1950742806
953	0.1950265936
954	0.1949851469
955	0.1949546529
956	0.1949260898
957	0.1948807676
958	0.1948273592
959	0.1947770732
960	0.1947348368
961	0.1947017106
962	0.1946586509
963	0.1946156642
964	0.1945731975
965	0.1945433334
966	0.1945081614
967	0.1944681914
968	0.1944337714
969	0.1943822386
970	0.194336408
971	0.1943075412
972	0.194265364
973	0.194218685
974	0.1941688447
975	0.1941341375
976	0.1940999823
977	0.1940454618
978	0.1940152837
979	0.1939764513
980	0.1939259066
981	0.1938895186
982	0.1938502766
983	0.1937977293
984	0.1937530448
985	0.1937070971
986	0.1936786594
987	0.1936380074
988	0.1935708367
989	0.1935427878
990	0.1935011443
991	0.1934539174
992	0.1934163876
993	0.1933636239
994	0.1933437633
995	0.1933172427
996	0.1932792778
997	0.1931936599
998	0.1931659283
999	0.1931178049
